Employee Number,Job Role,Department,Business Travel,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Total Working Years,Job Level,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance,Relationship Satisfaction,Job Involvement,Training Times Last Year,Over Time
1834,Research Scientist,R&D,Travel_Rarely,3,2,1,2,3,1,4,1,3,3,3,3,3,No
1864,Sales Representative,Sales,Travel_Rarely,9,8,5,8,9,2,4,3,2,3,4,2,5,No
1909,Sales Executive,Sales,Travel_Rarely,5,4,1,4,14,2,4,2,3,3,3,3,3,No
1554,Sales Representative,Sales,Travel_Rarely,5,3,4,2,6,1,4,3,2,3,1,2,5,No
2035,Sales Executive,Sales,Travel_Rarely,8,7,1,7,8,2,4,3,4,3,4,2,2,No
2026,Healthcare Representative,R&D,Non-Travel,13,12,1,9,13,2,4,3,3,2,1,3,2,No
1949,Laboratory Technician,R&D,Non-Travel,5,4,0,2,5,1,4,2,1,3,2,4,3,No
1712,Healthcare Representative,R&D,Non-Travel,23,15,14,4,25,3,4,3,3,2,4,2,3,No
1854,Research Scientist,R&D,Non-Travel,6,3,3,3,10,1,4,3,3,2,2,3,1,No
1693,Laboratory Technician,R&D,Non-Travel,7,7,5,7,7,1,4,4,4,3,3,3,5,No
1824,Manager,Sales,Non-Travel,16,9,14,14,37,4,4,2,2,2,4,3,0,No
2036,Sales Executive,Sales,Non-Travel,15,12,11,11,15,2,4,4,4,2,1,1,4,No
1890,Human Resources,HR,Travel_Frequently,10,1,0,8,10,2,4,4,2,2,4,2,2,No
1970,Healthcare Representative,R&D,Travel_Frequently,9,7,2,8,9,2,4,3,4,3,3,3,2,No
1956,Research Scientist,R&D,Travel_Frequently,10,8,8,7,10,2,4,1,4,3,2,1,6,No
1644,Manager,R&D,Travel_Frequently,2,2,2,2,23,4,4,4,3,3,2,2,3,No
1849,Sales Executive,Sales,Travel_Frequently,7,7,7,7,7,2,4,4,1,3,3,3,5,No
1499,Human Resources,HR,Travel_Rarely,5,3,1,3,6,1,4,3,3,4,1,3,3,No
1697,Healthcare Representative,R&D,Travel_Rarely,1,0,0,0,19,3,4,4,3,4,3,1,2,No
1664,Healthcare Representative,R&D,Travel_Rarely,5,4,0,4,13,2,4,1,4,3,1,4,3,No
1772,Laboratory Technician,R&D,Travel_Rarely,5,3,0,4,5,1,4,1,3,3,2,3,2,No
1768,Laboratory Technician,R&D,Travel_Rarely,5,3,0,4,7,1,4,2,2,2,2,3,6,No
1654,Manufacturing Director,R&D,Travel_Rarely,5,4,1,0,7,2,4,2,4,3,3,3,3,No
1936,Manufacturing Director,R&D,Travel_Rarely,10,0,7,9,10,2,4,1,1,3,4,3,3,No
1873,Research Scientist,R&D,Travel_Rarely,5,2,0,4,19,1,4,4,2,4,2,2,2,No
1483,Research Scientist,R&D,Travel_Rarely,12,9,2,8,13,2,4,3,2,2,1,4,2,No
1666,Research Director,R&D,Travel_Rarely,14,10,6,11,14,4,4,3,3,3,1,2,3,No
1999,Research Scientist,R&D,Travel_Rarely,5,3,1,0,12,1,4,4,4,3,1,3,3,No
1546,Research Scientist,R&D,Travel_Rarely,5,4,0,3,8,1,4,4,4,3,4,3,3,No
1993,Healthcare Representative,R&D,Travel_Rarely,17,14,12,11,25,3,4,3,1,3,2,3,3,No
1800,Research Director,R&D,Travel_Rarely,4,3,2,2,9,3,4,3,3,3,3,3,3,No
1516,Manager,R&D,Travel_Rarely,5,2,0,0,10,3,4,4,3,4,2,3,5,No
1966,Manufacturing Director,R&D,Travel_Rarely,1,0,0,0,8,2,4,4,4,3,2,2,1,No
1595,Manager,R&D,Travel_Rarely,1,0,0,1,24,5,4,4,4,3,4,2,2,No
1578,Manager,Sales,Travel_Rarely,36,6,2,13,36,5,4,4,3,3,3,2,3,No
1823,Sales Executive,Sales,Travel_Rarely,10,8,4,8,10,2,4,3,2,3,3,4,5,No
1950,Sales Executive,Sales,Travel_Rarely,14,8,2,1,14,3,4,4,1,2,1,3,3,No
1775,Manufacturing Director,R&D,Non-Travel,3,2,0,2,27,4,4,3,1,2,4,2,2,Yes
1681,Sales Executive,Sales,Non-Travel,6,5,1,2,7,2,4,4,3,3,3,3,2,Yes
2017,Research Director,R&D,Travel_Rarely,16,11,6,8,16,3,4,4,3,3,1,4,2,Yes
1423,Research Director,R&D,Travel_Rarely,9,8,1,5,32,5,4,1,4,3,3,3,3,Yes
1847,Research Scientist,R&D,Travel_Rarely,1,0,0,0,15,2,4,2,4,3,4,3,2,Yes
2018,Sales Executive,Sales,Travel_Rarely,5,3,0,4,6,2,4,3,1,2,2,3,3,Yes
1835,Sales Representative,Sales,Travel_Rarely,4,2,0,3,20,2,4,4,2,2,1,1,4,Yes
1550,Manager,HR,Travel_Rarely,21,7,7,7,21,4,4,4,3,3,4,3,2,Yes
2064,Manufacturing Director,R&D,Travel_Rarely,6,2,0,3,6,2,4,2,2,3,2,4,0,Yes
1885,Research Scientist,R&D,Travel_Rarely,5,3,0,4,16,2,4,1,4,3,3,3,2,Yes
1541,Sales Representative,Sales,Travel_Rarely,11,10,5,7,12,1,4,3,2,3,2,3,4,Yes
1556,Sales Representative,Sales,Travel_Rarely,3,2,1,2,7,1,4,4,3,2,4,3,3,Yes
1747,Human Resources,HR,Travel_Frequently,4,2,1,2,6,1,3,4,3,2,3,2,0,No
1944,Human Resources,HR,Travel_Frequently,1,0,0,0,1,1,3,2,1,3,1,2,2,No
1459,Manufacturing Director,R&D,Travel_Frequently,10,8,4,7,10,3,3,2,3,3,1,4,2,No
1537,Research Scientist,R&D,Travel_Frequently,7,2,7,7,7,1,3,3,4,1,1,3,2,No
1487,Sales Executive,Sales,Travel_Frequently,5,3,0,0,7,2,3,2,1,1,1,3,4,No
1427,Sales Representative,Sales,Travel_Frequently,1,0,0,0,1,1,3,3,2,3,2,1,3,No
1467,Human Resources,HR,Travel_Rarely,2,2,2,2,2,1,3,3,1,3,4,3,0,No
1572,Manufacturing Director,R&D,Travel_Rarely,33,7,1,9,34,3,3,4,3,3,2,2,4,No
1433,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,2,1,4,3,2,3,No
1752,Sales Representative,Sales,Travel_Rarely,2,2,2,2,2,1,3,2,2,3,3,1,3,No
1807,Laboratory Technician,R&D,Travel_Frequently,7,1,0,7,11,2,3,1,4,2,3,3,3,No
1504,Laboratory Technician,R&D,Travel_Frequently,0,0,0,0,8,1,3,1,3,2,3,2,2,No
2044,Sales Executive,Sales,Travel_Frequently,6,3,0,1,12,2,3,3,2,3,4,3,3,No
1716,Sales Executive,Sales,Travel_Frequently,23,5,14,10,25,4,3,3,3,1,3,1,3,No
1486,Sales Representative,Sales,Travel_Frequently,3,2,1,2,5,1,3,3,1,4,4,3,3,No
2023,Sales Representative,Sales,Travel_Frequently,1,0,1,0,1,1,3,1,4,2,1,3,3,No
1928,Sales Representative,Sales,Travel_Frequently,1,0,0,0,1,1,3,1,3,3,4,4,3,No
1842,Human Resources,HR,Travel_Rarely,1,0,0,0,2,1,3,1,4,3,3,4,4,No
1714,Human Resources,HR,Travel_Rarely,1,0,0,0,1,1,3,3,4,3,3,1,2,No
1960,Laboratory Technician,R&D,Travel_Rarely,4,1,0,3,6,1,3,4,3,2,1,2,2,No
2032,Laboratory Technician,R&D,Travel_Rarely,10,9,9,8,14,1,3,3,4,1,4,3,4,No
1573,Manufacturing Director,R&D,Travel_Rarely,5,2,1,4,7,2,3,2,3,3,1,3,2,No
1522,Research Scientist,R&D,Travel_Rarely,9,7,0,7,11,1,3,1,1,1,3,2,2,No
1907,Laboratory Technician,R&D,Travel_Rarely,4,2,1,0,5,1,3,4,1,3,4,3,3,No
1534,Laboratory Technician,R&D,Travel_Rarely,5,4,1,0,15,1,3,1,4,1,2,3,3,No
1809,Manufacturing Director,R&D,Travel_Rarely,10,3,0,8,10,2,3,1,4,1,2,3,4,No
1692,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,2,4,3,1,3,2,No
1457,Sales Executive,Sales,Travel_Rarely,7,7,4,3,28,3,3,4,1,4,1,3,1,No
1439,Sales Representative,Sales,Travel_Rarely,3,2,2,2,6,1,3,1,1,3,1,2,2,No
1639,Sales Executive,Sales,Travel_Rarely,13,12,6,0,15,3,3,1,4,3,3,2,3,No
1562,Sales Executive,Sales,Travel_Rarely,10,8,6,7,10,2,3,1,2,3,4,2,4,No
1761,Sales Executive,Sales,Travel_Rarely,1,0,0,0,10,3,3,3,1,3,1,3,2,No
1734,Sales Executive,Sales,Travel_Rarely,0,0,0,0,10,2,3,2,1,3,2,1,2,No
1780,Sales Representative,Sales,Travel_Rarely,1,0,1,0,1,1,3,2,2,3,2,3,3,No
1876,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,3,4,2,2,3,3,3,No
1939,Research Scientist,R&D,Travel_Frequently,4,1,0,3,8,1,3,3,1,3,1,4,2,Yes
1421,Healthcare Representative,R&D,Travel_Frequently,8,7,7,7,9,3,3,4,3,3,1,3,1,Yes
1691,Sales Representative,Sales,Travel_Frequently,9,7,7,7,19,1,3,3,4,3,3,3,3,Yes
1624,Sales Representative,Sales,Travel_Frequently,0,0,0,0,0,1,3,4,2,4,3,3,2,Yes
1818,Human Resources,HR,Travel_Rarely,5,1,1,4,6,1,3,2,4,3,3,3,3,Yes
1569,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,1,1,3,4,3,2,Yes
1783,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,1,3,3,3,3,6,Yes
1933,Sales Executive,Sales,Travel_Rarely,2,0,2,2,6,2,3,3,4,3,4,3,0,Yes
1792,Research Scientist,R&D,Travel_Frequently,5,3,2,3,6,1,3,2,3,2,3,3,2,Yes
1464,Laboratory Technician,R&D,Travel_Frequently,2,2,2,2,7,1,3,4,2,1,3,3,2,Yes
1767,Research Scientist,R&D,Travel_Frequently,1,0,0,0,6,1,3,3,3,3,4,2,4,Yes
1494,Laboratory Technician,R&D,Travel_Frequently,0,0,0,0,4,1,3,1,2,2,3,3,2,Yes
1967,Sales Executive,Sales,Travel_Frequently,10,7,0,8,10,2,3,4,1,3,3,3,4,Yes
1844,Human Resources,HR,Travel_Rarely,2,2,2,0,4,1,3,1,1,3,4,2,3,Yes
2027,Research Scientist,R&D,Travel_Rarely,2,2,2,2,4,1,3,4,1,4,2,3,3,Yes
1604,Laboratory Technician,R&D,Travel_Rarely,1,1,0,0,1,1,3,2,3,3,3,3,3,Yes
1649,Laboratory Technician,R&D,Travel_Rarely,4,2,0,3,10,1,3,1,1,1,2,3,3,Yes
1684,Laboratory Technician,R&D,Travel_Rarely,5,4,1,2,5,1,3,3,4,3,1,2,2,Yes
2055,Sales Executive,Sales,Travel_Rarely,3,2,2,0,20,3,3,1,4,3,2,2,3,Yes
1645,Sales Executive,Sales,Travel_Rarely,2,2,2,2,7,2,3,4,1,2,4,1,2,Yes
1733,Sales Executive,Sales,Travel_Rarely,2,2,2,2,16,2,3,1,2,3,2,2,3,Yes
1968,Sales Executive,Sales,Travel_Rarely,2,2,2,2,15,3,3,1,1,2,2,3,2,Yes
1862,Sales Executive,Sales,Travel_Rarely,2,2,2,2,7,2,3,2,3,2,3,2,3,Yes
1797,Sales Executive,Sales,Travel_Rarely,10,7,7,7,10,2,3,4,3,3,4,3,2,Yes
1821,Healthcare Representative,R&D,Travel_Rarely,9,7,3,7,13,2,4,2,4,4,4,3,2,No
1869,Sales Executive,Sales,Travel_Rarely,8,7,0,7,14,3,4,2,3,3,3,3,2,No
1420,Laboratory Technician,R&D,Travel_Frequently,4,3,1,3,20,2,4,1,1,3,1,2,2,No
1458,Laboratory Technician,R&D,Non-Travel,1,0,0,0,11,1,4,1,1,4,2,2,2,Yes
1489,Sales Executive,Sales,Travel_Rarely,15,9,10,10,16,2,4,2,1,4,3,2,2,Yes
1758,Sales Executive,Sales,Travel_Rarely,0,0,0,0,11,3,4,1,1,2,3,3,2,Yes
1905,Research Scientist,R&D,Non-Travel,5,2,3,0,5,1,4,1,4,3,2,1,2,Yes
1868,Research Scientist,R&D,Travel_Frequently,1,0,1,0,1,1,4,4,4,2,2,2,3,Yes
1667,Sales Executive,Sales,Travel_Frequently,11,9,6,7,13,2,4,4,4,4,1,3,2,Yes
1878,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,4,2,4,3,1,3,2,Yes
1702,Sales Representative,Sales,Travel_Rarely,3,2,0,2,3,1,4,4,3,3,2,3,2,Yes
