Job Role,Employee Number,Years In Current Role,Department,Years At Company,Job Involvement,Business Travel,Monthly Income,Job Level,Total Working Years,Daily Rate,Hourly Rate,Monthly Rate,Percent Salary Hike,Num Companies Worked,Stock Option Level,Standard Hours,Training Times Last Year,Years Since Last Promotion,Years With Curr Manager
Research Scientist,2008,7,R&D,10,3,Travel_Rarely,5098,2,10,1395,48,18698,19,1,0,80,5,0,8
Healthcare Representative,1814,2,R&D,3,4,Travel_Rarely,6870,2,11,447,85,15530,12,3,0,80,3,1,2
Research Scientist,2048,2,R&D,2,2,Travel_Rarely,2809,1,8,1322,52,2725,14,2,0,80,2,2,2
Laboratory Technician,1952,7,R&D,7,3,Travel_Rarely,2867,1,8,157,95,20006,13,0,0,80,6,7,6
Healthcare Representative,1727,7,R&D,10,3,Travel_Rarely,5562,2,19,717,34,9697,14,6,0,80,3,0,9
Manager,1677,7,R&D,8,3,Travel_Rarely,15379,4,23,809,36,22384,14,4,0,80,2,0,0
Research Scientist,1623,2,R&D,2,3,Travel_Rarely,3117,1,3,546,97,26009,18,1,0,80,2,2,2
Laboratory Technician,1417,7,R&D,7,4,Travel_Rarely,3578,1,8,652,100,23577,12,0,0,80,2,0,7
Laboratory Technician,1564,0,R&D,3,2,Travel_Rarely,2450,1,3,992,68,21731,19,1,0,80,3,1,2
Manufacturing Director,1545,3,R&D,5,2,Travel_Rarely,4320,2,5,575,44,24152,13,1,0,80,2,0,2
Laboratory Technician,1883,2,R&D,3,3,Travel_Rarely,2062,1,11,592,59,19384,14,3,0,80,2,1,2
Research Scientist,2038,2,R&D,4,3,Travel_Rarely,2439,1,4,529,78,11288,14,1,0,80,4,1,2
Research Scientist,1475,2,R&D,5,3,Travel_Rarely,3420,1,6,1467,49,21158,13,1,0,80,3,1,3
Laboratory Technician,1860,0,R&D,0,3,Travel_Rarely,3968,1,8,1142,81,13624,13,4,0,80,3,0,0
Research Scientist,2007,2,R&D,3,3,Travel_Rarely,3375,1,4,581,63,17624,12,0,0,80,2,1,2
Laboratory Technician,1982,2,R&D,5,3,Travel_Rarely,2647,1,5,571,78,13672,13,1,0,80,6,1,4
Research Director,1472,8,R&D,9,4,Travel_Rarely,16598,4,35,447,39,19764,12,4,0,80,2,8,8
Sales Executive,1453,7,Sales,13,3,Travel_Rarely,10793,3,13,326,31,8386,18,1,1,80,5,9,9
Sales Executive,1754,7,Sales,7,2,Travel_Rarely,7140,3,12,979,94,3088,11,2,1,80,2,1,7
Sales Executive,2037,4,Sales,5,2,Travel_Rarely,8938,2,14,930,57,12227,11,2,1,80,5,0,4
Sales Executive,1951,7,Sales,8,3,Travel_Rarely,8628,3,9,1239,39,22914,18,1,1,80,2,1,1
Sales Executive,1497,7,Sales,10,2,Travel_Rarely,8620,2,10,1246,77,23757,14,1,2,80,3,0,4
Sales Executive,1670,2,Sales,6,3,Travel_Rarely,5505,2,6,392,93,3921,14,1,2,80,5,0,4
Sales Executive,1466,2,Sales,2,3,Travel_Rarely,5486,2,15,1221,96,24795,11,4,3,80,3,2,2
Sales Executive,1548,4,Sales,8,3,Travel_Rarely,5473,2,9,1342,47,19345,12,0,0,80,5,7,1
Sales Executive,1560,2,Sales,2,3,Travel_Rarely,6392,2,8,1242,46,10589,13,2,1,80,6,2,2
Sales Representative,1996,2,Sales,2,3,Travel_Rarely,3067,1,3,1154,54,6393,19,0,1,80,1,1,2
Sales Executive,1749,2,Sales,5,3,Travel_Rarely,8346,2,6,1003,51,20943,19,1,1,80,3,0,2
Sales Representative,2013,2,Sales,2,2,Travel_Rarely,2269,1,3,234,68,18024,14,0,1,80,2,2,2
Sales Executive,1945,3,Sales,5,3,Travel_Rarely,5561,2,6,682,71,15975,16,0,1,80,2,0,4
Sales Executive,1568,2,Sales,4,3,Travel_Rarely,9250,3,9,1288,33,17799,12,3,1,80,3,1,3
Sales Executive,1582,8,Sales,9,3,Travel_Rarely,9924,2,10,1245,80,12355,11,0,1,80,3,7,7
Sales Executive,1739,3,Sales,4,1,Travel_Rarely,9610,3,10,371,80,3840,13,3,1,80,2,0,2
Sales Representative,1492,0,Sales,1,3,Travel_Rarely,2404,1,1,660,76,16192,13,1,1,80,3,0,0
Sales Executive,1446,3,Sales,4,3,Travel_Rarely,9204,2,7,601,97,23343,12,4,1,80,3,0,3
Sales Executive,1588,6,Sales,7,4,Travel_Rarely,8237,3,11,1462,38,4658,11,2,1,80,3,7,6
Sales Executive,1787,2,Sales,5,2,Travel_Rarely,4189,2,5,589,46,8800,14,1,2,80,2,0,3
Sales Executive,1908,2,Sales,4,2,Travel_Rarely,5507,2,12,335,33,16822,16,2,2,80,1,1,3
Sales Executive,1995,13,Sales,15,3,Travel_Rarely,4440,2,16,1321,86,7636,15,0,2,80,3,5,8
Sales Executive,1479,1,Sales,2,3,Travel_Rarely,5301,2,4,1358,96,2939,15,8,2,80,2,2,2
Sales Representative,1961,0,Sales,1,2,Travel_Rarely,2858,1,20,1404,59,11473,14,4,0,80,3,0,0
Sales Executive,1975,8,Sales,20,3,Travel_Rarely,13341,4,21,119,77,25098,12,0,0,80,3,11,10
Manager,1740,8,Sales,21,3,Travel_Rarely,19833,5,21,611,88,4349,14,1,0,80,3,12,8
Sales Executive,1924,4,Sales,10,3,Travel_Rarely,5487,2,10,217,43,10410,14,1,0,80,2,0,9
Sales Executive,1650,2,Sales,5,2,Travel_Rarely,5869,2,8,469,42,23413,11,9,0,80,2,1,4
Sales Executive,1836,3,Sales,5,3,Travel_Rarely,4684,2,5,572,46,9125,13,1,0,80,4,1,2
Sales Executive,1478,9,Sales,13,1,Travel_Rarely,4759,2,15,1326,81,15891,18,3,0,80,2,3,12
Sales Representative,1680,2,Sales,2,3,Travel_Rarely,2728,1,2,727,54,21082,11,1,0,80,3,0,2
Sales Executive,1469,4,Sales,5,3,Travel_Rarely,8463,2,6,866,84,23490,18,0,0,80,4,1,3
Sales Executive,1708,8,Sales,10,3,Travel_Rarely,9241,3,10,918,35,15869,12,1,0,80,3,8,7
Sales Executive,1965,7,Sales,7,3,Travel_Rarely,4105,2,7,954,44,5099,14,1,0,80,5,0,7
Manager,1602,0,Sales,26,4,Travel_Rarely,17567,4,27,563,56,3156,15,1,0,80,5,0,12
Research Scientist,1605,2,R&D,4,2,Non-Travel,2814,1,4,457,85,10293,14,1,0,80,2,1,3
Research Scientist,1937,11,R&D,20,2,Travel_Frequently,2133,2,20,1394,58,18115,16,1,1,80,3,0,7
Research Scientist,1646,3,R&D,6,3,Travel_Frequently,3760,1,6,567,32,17218,13,1,0,80,2,1,3
Laboratory Technician,1850,4,R&D,5,3,Travel_Frequently,2379,1,6,1297,53,19826,14,0,0,80,3,0,2
Human Resources,1683,2,HR,2,3,Travel_Rarely,3195,1,8,528,44,4167,18,4,3,80,2,2,2
Human Resources,2040,0,HR,9,3,Travel_Rarely,8837,3,9,1146,31,16642,16,1,0,80,2,1,7
Research Director,1608,7,R&D,22,3,Travel_Rarely,19049,5,23,1313,31,3549,14,0,1,80,4,1,10
Manufacturing Director,1827,11,R&D,22,2,Travel_Rarely,10333,3,28,1001,92,19271,12,8,1,80,4,14,10
Laboratory Technician,1674,2,R&D,2,3,Travel_Rarely,2587,1,17,464,74,24941,16,4,1,80,2,2,2
Laboratory Technician,1974,0,R&D,1,1,Travel_Rarely,1129,1,1,1276,59,17536,11,1,3,80,4,0,0
Manufacturing Director,1886,2,R&D,3,2,Travel_Rarely,4788,2,4,219,44,25388,11,0,0,80,2,0,2
Research Scientist,1893,0,R&D,1,2,Travel_Rarely,2933,1,1,482,90,14908,13,1,1,80,3,1,0
Manufacturing Director,1724,0,R&D,1,3,Travel_Rarely,6516,2,18,369,92,5041,16,2,1,80,3,0,0
Healthcare Representative,2009,7,R&D,9,3,Travel_Rarely,4878,2,10,501,95,21653,13,0,1,80,6,8,1
Healthcare Representative,1661,11,R&D,15,2,Travel_Rarely,13966,4,30,465,41,11652,19,2,1,80,3,2,12
Healthcare Representative,1703,7,R&D,8,4,Travel_Rarely,7879,3,9,921,96,14810,19,1,1,80,2,6,7
Manufacturing Director,1638,4,R&D,5,2,Travel_Rarely,7756,3,10,397,54,14199,19,3,1,80,6,0,2
Manufacturing Director,1614,2,R&D,3,3,Travel_Rarely,4663,2,7,559,76,12421,12,9,2,80,2,1,1
Healthcare Representative,1587,2,R&D,5,3,Travel_Rarely,6142,2,10,670,51,4223,16,3,0,80,4,0,4
Laboratory Technician,1611,7,R&D,10,1,Travel_Rarely,5769,2,10,1015,50,23447,14,1,0,80,3,1,4
Manufacturing Director,1980,2,R&D,5,3,Travel_Rarely,4440,2,9,157,77,25198,19,6,0,80,3,1,4
Manufacturing Director,1641,2,R&D,4,3,Travel_Rarely,7945,3,18,448,84,19948,15,6,0,80,2,3,3
Sales Executive,1815,14,Sales,22,3,Travel_Rarely,10447,3,23,796,81,26458,13,0,1,80,3,13,5
Sales Executive,1912,2,Sales,5,3,Travel_Rarely,6583,2,8,1079,86,20115,11,2,1,80,2,1,4
Sales Executive,1962,8,Sales,10,3,Travel_Rarely,5204,2,10,1224,55,13586,11,1,0,80,2,0,9
Sales Executive,1915,2,Sales,4,2,Travel_Rarely,8103,2,9,735,75,16495,12,3,0,80,3,0,1
Sales Executive,1880,9,Sales,10,2,Travel_Rarely,5673,2,10,1266,63,6060,13,1,1,80,4,1,7
Sales Executive,1503,4,Sales,5,3,Travel_Rarely,4591,2,11,571,78,24200,17,3,1,80,4,1,2
Manager,1938,0,Sales,1,3,Travel_Rarely,17875,4,29,605,72,11761,13,4,1,80,2,0,0
Sales Executive,1445,4,Sales,5,3,Travel_Rarely,4162,2,5,1476,42,15211,12,1,2,80,3,0,3
Sales Executive,1425,4,Sales,5,3,Travel_Rarely,9278,2,15,1174,99,20763,16,3,0,80,3,0,1
Healthcare Representative,1552,2,R&D,2,3,Non-Travel,4069,2,8,1142,72,8841,18,3,0,80,2,2,2
Research Scientist,1948,2,R&D,4,3,Non-Travel,3065,1,4,976,48,3995,13,1,1,80,3,2,3
Laboratory Technician,1737,8,R&D,9,3,Non-Travel,6472,2,9,792,77,8989,15,1,1,80,2,5,8
Sales Executive,1774,14,Sales,15,3,Non-Travel,4001,2,15,1375,87,12313,14,1,1,80,3,0,7
Human Resources,1642,7,HR,10,3,Travel_Frequently,5743,2,14,602,37,10503,11,4,0,80,3,0,2
Human Resources,1972,2,HR,6,3,Travel_Frequently,2991,1,7,1444,88,5224,11,0,1,80,2,1,2
Research Director,1837,2,R&D,2,3,Travel_Frequently,15787,4,23,1216,87,21624,14,2,0,80,3,2,2
Research Scientist,1932,10,R&D,15,2,Travel_Frequently,5747,2,16,735,86,26496,15,1,0,80,3,6,11
Laboratory Technician,1594,2,R&D,3,4,Travel_Frequently,5562,2,9,1302,80,19711,13,3,1,80,3,0,2
Healthcare Representative,1606,8,R&D,30,3,Travel_Frequently,11245,4,32,1234,41,20689,15,2,1,80,3,12,13
Healthcare Representative,1547,8,R&D,20,3,Travel_Frequently,10124,3,24,288,40,18611,14,2,1,80,3,13,9
Healthcare Representative,2049,2,R&D,10,3,Travel_Frequently,5689,2,10,1199,80,24594,14,1,2,80,2,0,2
Research Scientist,1704,4,R&D,5,2,Travel_Frequently,4930,1,6,146,79,13970,14,0,0,80,2,1,4
Manufacturing Director,1496,2,R&D,2,3,Travel_Frequently,10209,3,16,1193,86,19719,18,5,0,80,2,2,2
Research Director,1539,6,R&D,32,1,Travel_Frequently,14411,4,32,333,88,24450,13,1,0,80,2,13,9
Healthcare Representative,1753,2,R&D,3,4,Travel_Frequently,6294,2,10,461,70,23060,12,8,0,80,5,0,2
Sales Executive,1927,7,Sales,7,2,Travel_Frequently,6834,2,7,783,42,19255,12,1,1,80,2,0,7
Manager,1973,9,HR,10,4,Travel_Rarely,19636,5,35,189,71,25811,18,4,1,80,0,1,4
Healthcare Representative,1460,7,R&D,7,1,Travel_Rarely,10851,3,24,1038,95,19863,18,2,1,80,2,0,7
Research Director,1789,1,R&D,2,3,Travel_Rarely,19328,5,24,734,46,14218,17,7,1,80,3,2,2
Research Scientist,1998,3,R&D,4,3,Travel_Rarely,5410,2,9,557,35,11189,17,6,1,80,3,1,2
Laboratory Technician,1992,2,R&D,2,3,Travel_Rarely,3977,1,7,977,57,7298,19,6,1,80,2,0,2
Research Scientist,1448,2,R&D,4,4,Travel_Rarely,2127,1,7,1283,90,5561,12,2,0,80,5,0,3
Healthcare Representative,1501,2,R&D,3,3,Travel_Rarely,4035,2,4,1229,30,16143,16,0,0,80,2,1,2
Healthcare Representative,1766,0,R&D,1,1,Travel_Rarely,5811,2,15,833,60,24539,16,3,1,80,2,1,0
Laboratory Technician,1549,14,R&D,15,3,Travel_Rarely,5207,2,15,589,79,22949,12,1,1,80,3,5,7
Laboratory Technician,2053,3,R&D,4,2,Travel_Rarely,4025,2,10,1378,46,23679,13,4,1,80,2,0,3
Healthcare Representative,1790,8,R&D,12,3,Travel_Rarely,8321,3,15,1383,90,25949,13,7,1,80,1,5,7
Laboratory Technician,2003,2,R&D,2,3,Travel_Rarely,2660,1,5,1490,43,20232,11,7,1,80,3,2,2
Manufacturing Director,1465,1,R&D,3,3,Travel_Rarely,9380,3,10,1448,55,14720,18,4,2,80,4,1,2
Research Scientist,1755,0,R&D,5,4,Travel_Rarely,2932,1,6,181,97,5586,14,0,3,80,3,1,2
Laboratory Technician,1586,9,R&D,10,3,Travel_Rarely,4723,1,10,1370,87,16213,18,1,0,80,3,1,5
Research Scientist,2020,3,R&D,4,3,Travel_Rarely,2436,1,6,1037,42,13422,12,6,0,80,2,1,2
Healthcare Representative,1515,0,R&D,0,3,Travel_Rarely,6388,2,14,516,69,22049,17,2,0,80,6,0,0
Sales Executive,1669,0,Sales,10,2,Travel_Rarely,4187,2,10,991,43,3356,13,1,1,80,3,0,9
Sales Executive,1732,6,Sales,10,3,Travel_Rarely,10368,3,13,1277,74,5596,12,4,1,80,5,0,3
Sales Executive,1943,0,Sales,0,3,Travel_Rarely,5087,2,14,419,77,2900,12,3,2,80,4,0,0
Sales Executive,1535,9,Sales,10,2,Travel_Rarely,7083,3,10,971,64,12288,14,1,0,80,3,8,6
Manager,1591,0,Sales,1,3,Travel_Rarely,19331,5,27,264,59,19519,16,4,1,80,2,0,0
Sales Executive,1706,9,Sales,10,3,Travel_Rarely,7847,2,10,1179,73,6069,17,1,1,80,3,8,8
Sales Executive,1882,3,Sales,5,3,Travel_Rarely,9713,3,9,1480,64,24444,13,2,3,80,3,1,0
Sales Representative,2021,2,Sales,2,3,Travel_Rarely,2380,1,2,501,58,25479,11,1,0,80,6,1,2
Sales Executive,1678,0,Sales,2,3,Travel_Rarely,7082,3,21,1206,80,11591,16,3,0,80,2,0,2
Research Director,1979,7,R&D,11,3,Non-Travel,11031,3,13,697,40,26862,20,4,1,80,2,4,8
Sales Executive,1845,7,Sales,8,3,Non-Travel,5154,2,10,589,67,19665,22,4,2,80,3,5,7
Manager,1520,9,R&D,14,3,Travel_Frequently,16032,4,26,1050,87,24456,20,3,1,80,2,1,12
Laboratory Technician,1675,3,R&D,4,2,Travel_Frequently,2440,1,4,148,42,23826,22,1,0,80,3,3,3
Manufacturing Director,1736,4,R&D,5,3,Travel_Frequently,5238,2,9,163,30,6670,20,2,0,80,3,1,4
Human Resources,1744,0,HR,5,1,Travel_Rarely,9756,3,9,176,56,6595,21,4,2,80,2,0,3
Manufacturing Director,1622,3,R&D,5,1,Travel_Rarely,4877,2,6,580,39,20460,21,0,1,80,5,0,0
Research Scientist,1581,0,R&D,1,3,Travel_Rarely,2061,1,1,474,89,11133,21,1,0,80,5,0,0
Manufacturing Director,2034,7,R&D,20,2,Travel_Rarely,13570,4,21,582,60,5640,23,0,1,80,3,0,10
Research Scientist,1441,2,R&D,3,3,Travel_Rarely,2066,1,5,1255,90,10494,22,2,1,80,3,1,0
Manager,1665,8,R&D,10,3,Travel_Rarely,17426,4,36,584,91,18685,25,3,1,80,6,4,7
Laboratory Technician,1509,2,R&D,3,2,Travel_Rarely,4789,2,10,271,43,23070,25,4,1,80,3,1,2
Research Scientist,1834,2,R&D,3,3,Travel_Rarely,3591,1,3,1217,67,12719,25,1,1,80,3,1,2
Sales Representative,1864,8,Sales,9,2,Travel_Rarely,3540,2,9,728,36,7018,21,1,1,80,5,5,8
Sales Executive,1909,4,Sales,5,3,Travel_Rarely,4393,2,14,337,54,26841,21,5,1,80,3,1,4
Sales Representative,1554,3,Sales,5,2,Travel_Rarely,2430,1,6,1402,98,26204,23,0,2,80,5,4,2
Sales Executive,2035,7,Sales,8,2,Travel_Rarely,6712,2,8,704,95,8978,21,1,2,80,2,1,7
Healthcare Representative,2026,12,R&D,13,3,Non-Travel,6306,2,13,667,57,26236,21,1,1,80,2,1,9
Laboratory Technician,1949,4,R&D,5,4,Non-Travel,2810,1,5,1351,66,9238,22,1,0,80,3,0,2
Healthcare Representative,1712,15,R&D,23,2,Non-Travel,10748,3,25,1238,74,3395,23,3,1,80,3,14,4
Research Scientist,1854,3,R&D,6,3,Non-Travel,2936,1,10,355,38,6161,22,3,2,80,1,3,3
Laboratory Technician,1693,7,R&D,7,3,Non-Travel,2570,1,7,786,76,11925,20,1,0,80,5,5,7
Manager,1824,9,Sales,16,3,Non-Travel,16291,4,37,350,52,22577,22,4,1,80,0,14,14
Sales Executive,2036,12,Sales,15,1,Non-Travel,5406,2,15,301,88,10436,24,1,1,80,4,11,11
Human Resources,1890,1,HR,10,2,Travel_Frequently,3886,2,10,1213,94,4223,21,1,0,80,2,0,8
Healthcare Representative,1970,7,R&D,9,3,Travel_Frequently,5968,2,9,1303,36,18079,20,1,3,80,2,2,8
Research Scientist,1956,8,R&D,10,1,Travel_Frequently,5003,2,10,1125,48,5771,21,1,0,80,6,8,7
Manager,1644,2,R&D,2,2,Travel_Frequently,15202,4,23,365,89,5602,25,2,1,80,3,2,2
Sales Executive,1849,7,Sales,7,3,Travel_Frequently,5675,2,7,1422,92,19246,20,1,1,80,5,7,7
Human Resources,1499,3,HR,5,3,Travel_Rarely,2064,1,6,330,46,15428,21,0,1,80,3,1,3
Healthcare Representative,1697,0,R&D,1,1,Travel_Rarely,10883,3,19,370,92,20467,20,3,1,80,2,0,0
Healthcare Representative,1664,4,R&D,5,4,Travel_Rarely,6842,2,13,1040,79,26308,20,6,1,80,3,0,4
Laboratory Technician,1772,3,R&D,5,3,Travel_Rarely,2289,1,5,548,94,20520,20,1,2,80,2,0,4
Laboratory Technician,1768,3,R&D,5,3,Travel_Rarely,2766,1,7,855,57,8952,22,8,3,80,6,0,4
Manufacturing Director,1654,4,R&D,5,3,Travel_Rarely,5295,2,7,492,66,7693,21,4,0,80,3,1,0
Manufacturing Director,1936,0,R&D,10,3,Travel_Rarely,5151,2,10,867,87,12315,25,1,1,80,3,7,9
Research Scientist,1873,2,R&D,5,2,Travel_Rarely,2662,1,19,836,98,7975,20,8,1,80,2,0,4
Research Scientist,1483,9,R&D,12,4,Travel_Rarely,4900,2,13,405,93,2721,24,0,1,80,2,2,8
Research Director,1666,10,R&D,14,2,Travel_Rarely,17603,4,14,1291,65,3525,24,1,1,80,3,6,11
Research Scientist,1999,3,R&D,5,3,Travel_Rarely,2782,1,12,642,76,21412,22,3,1,80,3,1,0
Research Scientist,1546,4,R&D,5,3,Travel_Rarely,2132,1,8,950,97,4585,20,4,1,80,3,0,3
Healthcare Representative,1993,14,R&D,17,3,Travel_Rarely,8633,3,25,1180,84,13084,23,2,0,80,3,12,11
Research Director,1800,3,R&D,4,3,Travel_Rarely,13464,3,9,1253,65,7914,21,7,0,80,3,2,2
Manager,1516,2,R&D,5,3,Travel_Rarely,11244,3,10,495,64,21072,25,2,0,80,5,0,0
Manufacturing Director,1966,0,R&D,1,2,Travel_Rarely,9679,2,8,1373,56,10138,24,8,0,80,1,0,0
Manager,1595,0,R&D,1,2,Travel_Rarely,19613,5,24,1059,93,26362,22,8,0,80,2,0,1
Manager,1578,6,Sales,36,2,Travel_Rarely,19586,5,36,685,60,23037,21,1,1,80,3,2,13
Sales Executive,1823,8,Sales,10,4,Travel_Rarely,6799,2,10,810,92,22128,21,1,2,80,5,4,8
Sales Executive,1950,8,Sales,14,3,Travel_Rarely,9888,3,14,937,32,6770,21,1,0,80,3,2,1
Manufacturing Director,1775,2,R&D,3,2,Non-Travel,12965,4,27,661,60,22308,20,4,3,80,2,0,2
Sales Executive,1681,5,Sales,6,3,Non-Travel,5368,2,7,530,36,16130,25,1,1,80,2,1,2
Research Director,2017,11,R&D,16,4,Travel_Rarely,13744,3,16,161,42,15471,25,1,1,80,2,6,8
Research Director,1423,8,R&D,9,3,Travel_Rarely,19701,5,32,1055,76,22456,21,3,1,80,3,1,5
Research Scientist,1847,0,R&D,1,3,Travel_Rarely,6962,2,15,430,73,19573,22,4,1,80,2,0,0
Sales Executive,2018,3,Sales,5,3,Travel_Rarely,4907,2,6,1382,85,13684,22,0,1,80,3,0,4
Sales Representative,1835,2,Sales,4,1,Travel_Rarely,5405,2,20,723,77,4244,20,2,2,80,4,0,3
Manager,1550,7,HR,21,3,Travel_Rarely,16437,4,21,898,38,17381,21,1,0,80,2,7,7
Manufacturing Director,2064,2,R&D,6,4,Travel_Rarely,6142,2,6,155,87,5174,20,1,1,80,0,0,3
Research Scientist,1885,3,R&D,5,3,Travel_Rarely,4284,2,16,783,78,13588,22,5,1,80,2,0,4
Sales Representative,1541,10,Sales,11,3,Travel_Rarely,2308,1,12,1440,55,4944,25,0,1,80,4,5,7
Sales Representative,1556,2,Sales,3,3,Travel_Rarely,2644,1,7,1157,70,17001,21,3,0,80,3,1,2
Human Resources,1747,2,HR,4,2,Travel_Frequently,2180,1,6,600,66,9732,11,6,1,80,0,1,2
Human Resources,1944,0,HR,1,2,Travel_Frequently,2863,1,1,1337,58,19555,12,1,0,80,2,0,0
Manufacturing Director,1459,8,R&D,10,4,Travel_Frequently,7446,3,10,1445,100,8931,11,1,0,80,2,4,7
Research Scientist,1537,2,R&D,7,3,Travel_Frequently,4084,1,7,561,33,4156,12,1,0,80,2,7,7
Sales Executive,1487,3,Sales,5,3,Travel_Frequently,5765,2,7,115,51,17485,11,5,0,80,4,0,0
Sales Representative,1427,0,Sales,1,1,Travel_Frequently,1359,1,1,667,50,16154,12,1,0,80,3,0,0
Human Resources,1467,2,HR,2,3,Travel_Rarely,2742,1,2,1107,52,3072,15,1,0,80,0,2,2
Manufacturing Director,1572,7,R&D,33,2,Travel_Rarely,10169,3,34,607,78,14618,16,0,1,80,4,1,9
Research Scientist,1433,0,R&D,1,2,Travel_Rarely,1261,1,1,202,34,22262,12,1,0,80,3,0,0
Sales Representative,1752,2,Sales,2,1,Travel_Rarely,2760,1,2,428,52,14630,13,1,0,80,3,2,2
Laboratory Technician,1807,1,R&D,7,3,Travel_Frequently,5346,2,11,234,93,6208,17,4,1,80,3,0,7
Laboratory Technician,1504,0,R&D,0,2,Travel_Frequently,2561,1,8,289,38,5355,11,7,0,80,2,0,0
Sales Executive,2044,3,Sales,6,3,Travel_Frequently,6728,2,12,878,94,14255,12,7,2,80,3,0,1
Sales Executive,1716,5,Sales,23,1,Travel_Frequently,12936,4,25,1093,82,24164,11,7,0,80,3,14,10
Sales Representative,1486,2,Sales,3,3,Travel_Frequently,2909,1,5,1496,92,15747,15,3,1,80,3,1,2
Sales Representative,2023,0,Sales,1,3,Travel_Frequently,1790,1,1,638,33,26956,19,1,1,80,3,1,0
Sales Representative,1928,0,Sales,1,4,Travel_Frequently,1091,1,1,746,45,10642,17,1,0,80,3,0,0
Human Resources,1842,0,HR,1,4,Travel_Rarely,2956,1,2,359,89,21495,17,0,0,80,4,0,0
Human Resources,1714,0,HR,1,1,Travel_Rarely,1555,1,1,240,58,11585,11,1,1,80,2,0,0
Laboratory Technician,1960,1,R&D,4,2,Travel_Rarely,2367,1,6,1404,32,18779,12,5,1,80,2,0,3
Laboratory Technician,2032,9,R&D,10,3,Travel_Rarely,2339,1,14,310,72,3666,11,8,1,80,4,9,8
Manufacturing Director,1573,2,R&D,5,3,Travel_Rarely,4855,2,7,903,81,7653,11,4,2,80,2,1,4
Research Scientist,1522,7,R&D,9,2,Travel_Rarely,2362,1,11,224,100,7568,13,6,0,80,2,0,7
Laboratory Technician,1907,2,R&D,4,3,Travel_Rarely,2587,1,5,1162,97,10261,16,1,0,80,3,1,0
Laboratory Technician,1534,4,R&D,5,3,Travel_Rarely,2018,1,15,676,86,21831,14,3,0,80,3,1,0
Manufacturing Director,1809,3,R&D,10,3,Travel_Rarely,4213,2,10,370,58,4992,15,1,0,80,4,0,8
Laboratory Technician,1692,0,R&D,1,3,Travel_Rarely,1393,1,1,1259,95,24852,12,1,0,80,2,0,0
Sales Executive,1457,7,Sales,7,3,Travel_Rarely,10096,3,28,377,52,15986,11,4,1,80,1,4,3
Sales Representative,1439,2,Sales,3,2,Travel_Rarely,4400,1,6,383,68,15182,12,3,0,80,2,2,2
Sales Executive,1639,12,Sales,13,2,Travel_Rarely,10306,3,15,737,55,21530,17,9,0,80,3,6,0
Sales Executive,1562,8,Sales,10,2,Travel_Rarely,9714,2,10,740,64,5323,11,1,1,80,4,6,7
Sales Executive,1761,0,Sales,1,3,Travel_Rarely,8161,3,10,1079,70,19002,13,2,3,80,2,0,0
Sales Executive,1734,0,Sales,0,1,Travel_Rarely,6735,2,10,964,34,12147,15,6,0,80,2,0,0
Sales Representative,1780,0,Sales,1,3,Travel_Rarely,2679,1,1,337,31,4567,13,1,0,80,3,1,0
Sales Representative,1876,0,Sales,1,3,Travel_Rarely,1081,1,1,945,89,16019,13,1,0,80,3,0,0
Research Scientist,1939,1,R&D,4,4,Travel_Frequently,2432,1,8,238,47,15318,14,3,0,80,2,0,3
Healthcare Representative,1421,7,R&D,8,3,Travel_Frequently,7553,3,9,337,84,22930,12,0,0,80,1,7,7
Sales Representative,1691,7,Sales,9,3,Travel_Frequently,2655,1,19,708,95,11740,11,2,2,80,3,7,7
Sales Representative,1624,0,Sales,0,3,Travel_Frequently,1569,1,0,544,70,18420,12,1,0,80,2,0,0
Human Resources,1818,1,HR,5,3,Travel_Rarely,2148,1,6,920,69,6889,11,0,0,80,3,1,4
Laboratory Technician,1569,0,R&D,1,3,Travel_Rarely,2074,1,1,104,69,26619,12,1,1,80,2,0,0
Laboratory Technician,1783,0,R&D,1,3,Travel_Rarely,2398,1,1,1294,79,15999,17,1,0,80,6,0,0
Sales Executive,1933,0,Sales,2,3,Travel_Rarely,9854,2,6,1475,84,23352,11,3,0,80,0,2,2
Research Scientist,1792,3,R&D,5,3,Travel_Frequently,2342,1,6,429,99,11092,12,1,3,80,2,2,3
Laboratory Technician,1464,2,R&D,2,3,Travel_Frequently,3722,1,7,523,94,21081,13,6,1,80,2,2,2
Research Scientist,1767,0,R&D,1,2,Travel_Frequently,2437,1,6,807,38,15587,16,9,1,80,4,0,0
Laboratory Technician,1494,0,R&D,0,3,Travel_Frequently,3172,1,4,381,89,16998,11,2,0,80,2,0,0
Sales Executive,1967,7,Sales,10,3,Travel_Frequently,5617,2,10,754,63,21075,11,1,0,80,4,0,8
Human Resources,1844,2,HR,2,2,Travel_Rarely,2335,1,4,350,56,3157,15,4,3,80,3,2,0
Research Scientist,2027,2,R&D,2,3,Travel_Rarely,4787,1,4,1092,36,26124,14,9,3,80,3,2,2
Laboratory Technician,1604,1,R&D,1,3,Travel_Rarely,2408,1,1,329,51,7324,17,1,3,80,3,0,0
Laboratory Technician,1649,2,R&D,4,3,Travel_Rarely,2166,1,10,1329,73,3339,14,3,0,80,3,0,3
Laboratory Technician,1684,4,R&D,5,2,Travel_Rarely,3989,1,5,1320,93,20586,11,1,0,80,2,1,2
